"You gain the Isolation anxiety (see page 103). Choose one of your character's rings; you may reduce the value of this ring by 1 to increase the value of your Fire or Air Ring bi 1 (this still cannot raise it above 3).",""
"You gain the Support of the Kakita Dueling Academy distinction, where the Topaz Championship takes place.",""
"Yumi",""
"Yōjimbō",""
"Zanbatō",""
"bu",""
"koku",""
"technique",""
"zeni",""
"Ō-yoroi",""
"Ōtsuchi",""
"A Friend in Every City"," Un Ami dans chaque Port"
"Prepare","1 rnd de chargement"
"Two Weapons of Rarity 6 or Lower","2 Armes de rareté 6 ou moins"
"Two Items of Rarity 4 or Lower","2 objets de rareté 4 ou moins"
"Prepare (2)","2 rnd de chargement"
"Sixth Sense","6eme Sens"
"1-hand","A 1 Main"
"1-hand (thrown)","A 1 Main (Lancer)"
"1-hand (stab or slash)","A 1 Main (Poignarder ou Taillader)"
"2-hand","A 2 Mains"
"Martial Arts [Ranged]","A Distance"
"Ranged","A Distance"
"Famous Deed","Accomplissement Reconnu"
"Biting Steel","Acier Mordant"
"Yasunori Steel","Acier Yasunori"
"Monastic Acolyte","Acolyte Monastique"
"Necessary Actions","Actions nécessaires"
"Adaptability, friendliness or awareness","Adaptabilité, Amitié ou Conscience"
"Addiction","Addiction"
"Adversity and Skill","Adversité et Compétence"
"Bend with the Storm","Affronter la Tempête"
"Agasha","Agasha"
"Tattoo Needles (per set)","Aiguilles pour tatouage"
"Air","Air"
"Rise, Air","Air, Entend mon Appel"
"Roll a ten-sided die again and add the resulting family heirloom to your starting items. You choose one quality and the GM chooses one quality from the list of item qualities, on page 240; these are applied to the item.","Ajouter l'héritage de famille indiqué par 1 D10 à votre Equipement de départ; Vous et votre MJ choisissez une qualité pour cette objet dans la liste des qualités page 240."
"Akodo","Akodo"
"Allergy [choose one]","Allergie (Choisissez)"
"Ally [Name]","Allié [Nom]"
"Ambidexterity","Ambidextrie"
"The Soul's Blade","Ame aiguisée"
"Friend of the Brotherhood","Ami de la Fraternité"
"Friend of the Nezumi","Ami des Nezumi"
"Lost Memories","Amnésie"
"Fallen Ancestor","Ancêtre déchu"
"Anxiety and other","Anxiété et autre"
"Muteness","Aphasie"
"Crossbows","Arbalète"
"Doom Crossbow","Arbalète de la Fatalité"
"Storm Bow","Arc Tempête"
"Horsebow","Arc des guerriers montés"
"Bows","Arcs"
"Specialist Weapons","Arme d'Expert"
"Polearms","Arme d'Hast"
"Hand Weapons","Arme de Poing"
"Armament","Armement"
"Blunt Weapons","Armes Contondantes"
"Siege Wepaons","Armes de Siège"
"set of armor","Armure"
"Ashigaru Armor","Armure Ashigaru"
"Lacquered Armor","Armure Laquée"
"Concealed Armor","Armure cachée"
"Armor of Radiance","Armure de Lumière"
"Plated Armor","Armure de Plate"
"Armor of Earth","Armure de Terre"
"Shark Leather Armor","Armure en Cuir de Requin"
"Stride the Waves","Arpenter les vagues"
"Sacred Art of Steel","Art Sacré de l'Acier"
"Knotwork","Art des noeuds"
"Artisan, Bushi","Artisan, Bushi"
"Artisan, Courtier","Artisan, Courtisan"
"Asahina","Asahina"
"Asako","Asako"
"Ninth Tail Ascension","Ascension de la 9eme Queue"
"Assortment of Maps in Scroll Cases","Assortiment de Cartes dans des étuis"
"Astrolabe","Astrolabe"
"Soul Sunder","Attaque de l'âme Sacrée"
"Crashing Wave Style","Attaque de la Vague Déferlante"
"Breath of Wind Style","Attaque du Souffle de Vent"
"Fanning the Flames","Attiser les flammes"
"Flowing Water Strike","Au fil de l'Eau"
"No Sacrifice Too Greate","Aucun Sacrifice n'est trop grand"
"Way of the Edgeless Sword","Aussi tranchant que l'Epée"
"Other","Autre"
"another item","Autre objet"
"Chopsticks","Baguettes"
"Embrace of Kenro-Ji-Jin","Baiser de Kenro-JI-JIn"
"Ballista","Balliste"
"boat or estate","Bateau ou Propriété"
"Bayushi","Bayushi"
"Jurōjin's Balm","Beaume Appaisant de Jurojin"
"Dangerous Allure","Beauté du Diable"
"Bisentō","Bisento"
"Demon Wound","Blessures Démoniaque"
"Maikara's Rebuke","Blâme de Maikara"
"Bō of Water","Bo de l'Eau"
"Sweets (per four servings)","Bonbons (Portion de 4)"
"Fortune-Telling","Bonne Aventure"
"Buoyant Arrival","Bonnes Ondes"
"Lost Eye","Borgne"
"Shields","Boucliers"
"Abacus","Boulier"
"Tempest of Air","Bourrasque"
"Pouch of Gaijin Coins","Bourse de Monnaie Gaijin"
"Satchel of Medicinal Supplies","Bourse de fourniture médicinales"
"Gaijin Compass","Boussole de Gaijin"
"Maimed Arm","Bras Estropié"
"Bushi, Courtier","Bushi, Courtisan"
"Bushi, Monk","Bushio, Moine"
"Ebisu's Blessing","Bénédiction d'Ebisu"
"Inari's Blessing","Bénédiction d'Inari"
"Benten's Blessing","Bénédiction de Benten"
"Bishamon's Blessing","Bénédiction de Bishamon"
"Daikoku's Blessing","Bénédiction de Daikoku"
"Fukurokujin's Blessing","Bénédiction de Fukurokujin"
"Jurojin's Blessing","Bénédiction de Jurojin"
"Kisshōten's Blessing","Bénédiction de Kishoten"
"Blessing of Steel","Bénédiction de l'Acier"
"Blessings of the Emperor","Bénédiction de l'Empereur"
"Blessing of the Fortunes","Bénédiction des Fortunes"
"Still the Elements","Calmer les Eléments"
"Channel the Fire Dragon","Canaliser le dragon de Feu"
"Fishing Rod and Line","Canne à pêche"
"Cloak of Night","Cape de Nuit"
"Capture Evil","Capturer le Mal"
"Shell of the Tortoise","Carapace de Tortue"
"Caress of Earth","Caresse de Terre"
"Quiver of Arrows","Carquois"
"Quiver of Bolts","Carquois (Carreaux)"
"Playing Cards","Cartes à jouer"
"Daredevil","Casse-Cou"
"Sear the Wound","Cautériser la plaie"
"Blackmail on [Name]","Chantage sur [Nom]"
"Heroic Charge","Charge Héroïque"
"Witch Hunter","Chasseur de Sorcière"
"Hunted by Chikushō-dō","Chassé par ChikushÅ-dÅ "
"Way of the Seafoam","Chemin d'Ecume"
"Researcher","Chercheur"
"Unicorn Warhorse","Cheval de Guerre Licorne"
"horse or other animal","Cheval ou autre animal"
"Ride the Water Dragon","Chevaucher le Dragon des Eaux"
"Riding the Clouds","Chevaucher les Nuages"
"Scimitar","Cimeterre"
"Claustrophobia","Claustrophobie"
"Fractured Spine","Colonne fracturée"
"Wrath of Kaze-no-Kami","Colère de Kaze-no-Kami"
"Command","Commandement"
"Just as Predicted","Comme Prévu"
"Speaking in Silence","Communication Silencieuse"
"Commune with Evil","Communion avec le Mal"
"Commune with the Spirits","Communion avec les Esprits"
"Skill","Compétence"
"Trade skill","Compétence Commerciale"
"Martial skill","Compétence Martiale"
"Scholar skill","Compétence de Connaissance"
"Social skill","Compétence sociale"
"Artisan skills","Compétences Artisanales"
"Trade skills","Compétences Commerciales"
"Martial skills","Compétences Martiales"
"Scholar skills","Compétences de Connaissances"
"Social skills","Compétences sociales"
"Ingenious Design","Concept Ingénieux"
"Self-awareness, insight or mysticism","Connaissance de Soi, Intuition, ou Mysticisme"
"Seafaring","Connaissances Maritimes"
"Famously Lucky","Connu pour sa Chance"
"Famously Reliable","Connu pour sa Fiabilité"
"Famously Wealthy","Connu pour sa Richesse"
"Famously Successful","Connu pour ses Succès"
"Famously Honest","Connu pour son Honnêteté"
"Advisor","Conseiller"
"Kolat Saboteur Conspiracy","Conspiration des Saboteurs du Kolat "
"Infamous Builder","Constructeur Indigne"
"Wondrous Work","Construction Merveilleuse"
"Criminal Connections","Contact avec la Pègre"
"Gaze into Shadow","Contempler les Ténèbres"
"Flexibility","Contorsionnisme"
"Rope (twenty feet)","Corde (20 pieds)"
"Rope (per foot, expensive)","Corde (au pied, bonne facture)"
"Rope (per foot, cheap)","Corde (au pied, piètre qualité)"
"Martial Arts [Melee]","Corps-à-Corps"
"Melee","Corps-à-Corps"
"Shadowlands Taint (Air)","Corruption de l'Outremonde (Air)"
"Shadowlands Taint (Water)","Corruption de l'Outremonde (Eau)"
"Shadowlands Taint (Fire)","Corruption de l'Outremonde (Feu)"
"Shadowlands Taint (Earth)","Corruption de l'Outremonde (Terre)"
"Shadowlands Taint (Void)","Corruption de l'Outremonde (Vide)"
"Shadowlands Taint [Blasphemous Appetites]","Corruption de l'Outremonde [Désirs Blasphématoires]"
"Shadowlands Taint [Distorted Limbs]","Corruption de l'Outremonde [Membres Tordus]"
"Shadowlands Taint [Kaisen Whispers]","Corruption de l'Outremonde [Murmures des Kansen]"
"Shadowlands Taint [Unnatural Skin]","Corruption de l'Outremonde [Peau Malnaturelle]"
"Shadowlands Taint [One with the Darkness]","Corruption de l'Outremonde [Uni aux Ténèbres]"
"Breaking Blow","Coup Briseur"
"Thunderclap Strike","Coup de Tonnerre"
"Courage of Seven Thunders","Courage des 7 Tonnerres"
"Irrepressible Flirtation","Coureur de Jupons"
"Courtier","Courtisan"
"Courtier, Bushi","Courtisan, Bushi"
"Courtier, Shugenja","Courtisan, Shugenja"
"Courtesy","Courtoisie"
"Crab","Crabe"
"Matsu's Battlecry","Cri de Guerre Matsu"
"Rallying Cry","Cri de Ralliement"
"Lucky Cricket","Cricket Porte-Bonheur"
"Creativity, passion or drive","Créativité, Passion, But"
"Creatures","Créatures"
"Curiosity","Curiosité"
"Cynicism","Cynisme"
"Softheartedness","Cur Tendre"
"Heart of the Lion","Cur de Lion"
"Heart of the Dragon","Cur du Dragon"
"Heart of the Water Dragon","Cur du Dragon des Eaux"
"Blindness","Cécité"
"Fame, Interpersonal","Célébrité, Interpersonnel"
"Tea Ceremony","Cérémonie du Thé"
"Skulk","Dans les Ombres"
"Grasp of the Air Dragon","Dans les Serres du Dragon de l'Air"
"Grasp the Earth Dragon","Dans les Serres du Dragon de la Terre"
"Dance of Seasons","Danse des Saisons"
"Deadly Sting","Dard Mortel"
"Ears Everywhere","Des Oreilles Partout "
"Concealable","Dissimulable"
"Finger of Jade","Doigt de Jade"
"Lost Fingers","Doigt manquant"
"Attendant","Domestique"
"Skilled Attendant","Domestique doué"
"Dominion of Suijin","Domination de Suijin"
"Animal Trainer","Dompteur"
"Elevated for Service","Décoré pour Service Rendu"
"Discovery","Découverte"
"Ancestry Unearthed","Découvrir les Origines"
"Lady Doji's Decree","Décret de Dame Doji"
"Disdain for Honor","Dédain de l'Honneur"
"Disdain for Compassion","Dédain de la Compassion"
"Disdain for Courtesy","Dédain de la Courtoisie"
"Disdain for Righteousness","Dédain de la Droiture"
"Disdain for Sincerity","Dédain de la Sincérité"
"Disdain for Duty and Loyalty","Dédain des Devoirs et de  la Loyauté"
"Disdain for Courage","Dédain du Courage"
"Flaw, Mental","Défaut, Mental"
"Cognitive Lapses","Déficience"
"Loathing for Peasants","Dégoût des Paysans"
"Stir the Slumbering Spirit","Déranger les Esprits endormis"
"Dice and Cup","Dés et Gobelet"
"Destroyed","Détruit"
"Lord Shiba's Valor","Dévouement du Seigneur Shiba"
"Water","Eau"
"Rise, Water","Eau, Entend mon Appel"
"Void ring exchange","Echanger l'Anneau du Vide"
"Shinjo Outrider School","Eclaireur Monté Shinjo"
"Storm Fleet Sailor School","Ecole Marine de la Flotte Tempête"
"Kitsu Medium School","Ecole de Medium Kitsu"
"School of Waves","Ecole de la Vague"
"Asahina Artificer School","Ecole des Artificiers Asahina"
"Seppun Astrologer School","Ecole des Astrologues Seppun"
"Ikomo Bard School","Ecole des Bardes Ikoma"
"Matsu Berserker School","Ecole des Berserkers Matsu"
"Miya Cartographer School","Ecole des Cartographes Miya"
"Toritaka Phantom Hunter School","Ecole des Chasseurs de fantôme Toritaka"
"Ide Trader School","Ecole des Commerçants Ide"
"Moto Conqueror School","Ecole des Conquérants Moto"
"Yogo Preserver School","Ecole des Conservateurs Yogo"
"Kasuga Smuggler School","Ecole des Contrebandiers Kasuga"
"Doji Diplomat School","Ecole des Diplomates Doji"
"Kakita Duelist School","Ecole des Duellistes Kakita"
"Hida Defender School","Ecole des Défenseurs Hida"
"Hiruma Scout School","Ecole des Eclaireurs Hiruma"
"Isawa Elementalist School","Ecole des Elementalistes Isawa"
"Kitsuki Investigator School","Ecole des Enquêteurs Kitsuki"
"Seppun Palace Guard School","Ecole des Gardes des Palais Seppun"
"Kuni Warden School","Ecole des Gardiens Kuni"
"Kaito Shrine Keeper School","Ecole des Gardiens de Temple Kaito"
"Daidoji Iron Warrior School","Ecole des Guerriers de Fer Daidoji"
"Akodo Commander School","Ecole des Généraux Akodo"
"Miya Herald School","Ecole des Héraults Miya"
"Soshi Illusionist School","Ecole des Illusionnistes Soshi"
"Shosuro Infiltrator School","Ecole des Infiltrateurs Shosuro"
"Kaiu Engineer School","Ecole des Ingénieurs Kaiu"
"Asaka Inquisitor School","Ecole des Inquisiteurs Asako"
"Otomo Schemer School","Ecole des Intrigants Otomo"
"Bayushi Manipulator School","Ecole des Manipulateurs Bayushi"
"Yasuki Merchant School","Ecole des Marchands Yasuki"
"Kakita Swordsmith School","Ecole des Maîtres Lames Kakita"
"Yogo Wardmaster School","Ecole des Maîtres des Glyphes Yogo"
"Asako Loremaster School","Ecole des Maîtres du Savoir Asako"
"Agasha Mystic School","Ecole des Mystiques Agasha"
"Kitsu Medic School","Ecole des Praticiens Kitsu"
"Shiba Guardian School","Ecole des Protecteurs Shiba"
"Kuni Purifier School","Ecole des Purificateurs Kuni"
"Mirumoto Taoist Blade School","Ecole des Sabreurs Taoistes Mirumoto"
"Moto Avenger School","Ecole des Vengeurs Moto"
"Utaku Battle Maiden School","Ecole des Vierges de Bataille Utaku"
"Iuchi Meishōdō Master School","Ecole des maîtres Meishodo Iuchi"
"Mirumoto Two-Heavens Adept School","Ecole du Niten Mirumoto"
"Mystical Script","Ecriture Mystique"
"Suppressing Blows","Elimination"
"Embrace the Void","Embrasser le Vide"
"Bind the Undead","Emprisonner les Morts-Vivants"
"Bind the Shadow","Emprisonner les ténèbres"
"Shallow Waters","En eaux Profondes"
"Cumbersome","Encombrant"
"Damaged","Endommagé"
"Sympathetic Energies","Energies Favorables"
"Sworn Enemy","Ennemi Juré"
"Set of glass vials","Ensemble de fioles de verre"
"Shoulder","Epaule"
"Spices (common)","Epices (Communes)"
"Spices (rare)","Epices (rares)"
"Pin the Fan","Epingler le Papillon"
"Butterfly Sword","Epée Papillon"
"Sword of Blood","Epée de Sang"
"Swords","Epées"
"Keen Balance","Equilibre Parfait"
"Item (Rank 6 or Lower)","Equipement (Rareté 6 ou moins)"
"starting item","Equipement de départ"
"Kitsune Starting Outfit","Equipement de départ Kitsune"
"Spy","Espion"
"Playfulness","Espièglerie"
"Fox Spirit","Esprit-Renard"
"Ravenous Swarms","Essaim Vorace"
"Essence of Jade","Essence de Jade"
"Aesthetics","Esthétique"
"Satchel of Imperial Proclamations","Etui de Proclamations Impériales"
"Scroll Satchel","Etui à Parchemin"
"Tactical Assessment","Evaluation Tactique"
"Honest Assessment","Evaluation de l'Honnêteté"
"Rouse the Soul","Eveiller l'âme"
"Emerald Explorer","Explorateur d'Emeraude"
"Experiment and Adapt","Expérimenter et Adapter"
"Extinguish","Extinction des feux"
"Craft Shikigami","Fabrication de Shikigami"
"Call Upon the Wind","Faire appel au Vent"
"Bravado","Fanfaronnade"
"Falcon","Faucon"
"False Identity","Fausse identité"
"False Realm of the Fox Spirits","Faux Royaume de l'Esprit-Renard"
"Favor of the Ancestors","Faveurs des Ancêtres"
"Favor of the Fortunes","Faveurs des Fortunes"
"Unholy Fervor","Ferveur Impie"
"Fire","Feu"
"Rise, Flame","Feu, Entend mon Appel"
"Lion's Pride","Fierté du Lion"
"Bottle of Sake","Flasque de Sake"
"Ebb and Flow","Flux et Reflux"
"Smoke Arrows","Flèche à Fumée"
"Sacred Arrows","Flèches Sacrée"
"Bane of Sorcerers","Fléau des Sorciers"
"Delusions of Grandeur","Folie des Grandeurs"
"Dynasty Builder","Fondateur de la Dynastie"
"Strength of a Thousand Ancestors","Force de milliers d'Ancêtres"
"Smithing","Forge"
"Fitness","Forme"
"Sensational Distraction","Formidable Distraction"
"Rending Jaws of the Lion","Formidable Mâchoire du Lion"
"Bluntness","Franc-Parler"
"Jade Strike","Frappe de Jade"
"Striking as Air","Frappe de l'Air"
"Striking as Water","Frappe de l'Eau"
"Crimson Leaves Strike","Frappe de la Feuille Morte"
"Striking as Earth","Frappe de la Terre"
"Striking as Fire","Frappe du Feu"
"Striking as Void","Frappe du Vide"
"Strike with No Thought","Frappe sans réfléchir"
"Strike the Tsunami","Frapper le Tsunami"
"Fury of Osano-wo","Fureur d'Osano-Wo"
"Ferocity","Férocité"
"Roll a ten-sided die again to determine an Artisan skill; gain +1 rank in that skill.","Gagnez 1 rang dans la Compétence Artisanale détermnée par 1d10"
"Roll a ten-sided die again to determine a Trade skill; gain +1 rank in that skill","Gagnez 1 rang dans la Compétence Commerciale détermnée par 1d10"
"Roll a ten-sided again to determine a Martial skill; gain +1 rank in that skill","Gagnez 1 rang dans la Compétence Martiale détermnée par 1d10"
"Roll a ten-sided die again to determine a Social skill; gain +1 rank in that skill","Gagnez 1 rang dans la Compétence Sociale détermnée par 1d10"
"Roll a ten-sided die again to determine a skill to aid in learning of your ancestor's fate; gain +1 rank in that skill.","Gagnez 1 rang dans la Compétence, détermnée par 1d10, qui vous aidera à comprendre le destin de votre Ancêtre"
"Roll a ten-sided die again to determine a skill to aid in learning of your ancestor's fate; gain +1 rank in that skill. Additionally, your ancestor might still be alive, in the Shadowlands...waiting.","Gagnez 1 rang dans la Compétence, détermnée par 1d10, qui vous aidera à comprendre le destin de votre Ancêtre; de plus, celui-ci peut-être encore vivant et attend dans l'Outremonde"
"Roll a ten-sided die again to determine a skill to aoid in restoring your ancestor's name; gain +1 rank in that skill.","Gagnez 1 rang dans la Compétence, détermnée par 1d10, qui vous aidera à redorer le blason de votre Ancêtre"
"Roll a ten-sided die again to determine a Scholar skill; gain +1 rank in that skill","Gagnez 1 rang dans la compétence de Connaissance détermnée par 1d10"
"Storm Lord's Gambit","Gambit du Seigneur des Tempêtes"
"Freezing the Lifeblood","Geler la Source de Vie"
"Osano-wo's Boast","Gloire d'Osano-Wo"
"Government","Gouvernement"
"Great","Grand"
"Large Shield","Grand Bouclier"
"Well Traveled","Grand Voyageur"
"Large Stature","Grande Taille"
"Crane","Grue"
"Grace, eloquence or empathy","Grâce, Eloquence ou Empathie"
"Tainted Warrior","Guerrier Corrompu"
"Insufferable Genius","Génie Insupportable"
"Generosity","Générosité"
"Accustomed to Luxury","Habitué au Luxe"
"Dead Eyes","Habitué à la Mort"
"Haunting","Hanté"
"Hero of [Village]","Hero de [Village]"
"History","Histoire"
"Military History","Histoire Militaire"
"Stories","Histoires"
"Painful Honesty","Honnêteté Douloureuse"
"Meekness","Humilité"
"Axes","Hâches"
"Imperial Heritage","Héritage Impérial"
"lost family heirloom","Héritage de famille perdu"
"Iaijutsu Cut: Crossing Blade","Iaijutsu: Croiser le Fer et la Chair"
"Iaijutsu Cut: Rising Blade","Iaijutsu: De la Terre au Ciel"
"Enlightenment","Illumination"
"Enlightened","Illuminé"
"Unholy","Impie"
"Entreat the Shadow Steed","Implorer la Monture fantôme"
"Imperial","Impérial"
"Shirogane Jade Inlay","Infusion de Jade Shirogane"
"Musical Instrument (fine)","Instrument de musique (Bonne facture)"
"Musical Instrument (common)","Instrument de musique (Commun)"
"Forbidden","Interdit"
"Interpersonal, Infamy","Interpersonnal, Infamie"
"Interpersonal","Interpersonnel"
"Interpersonal (Name), Mental and Interpersonal (Culture), Physical (Appearance)","Interpersonnel (Nom), Mental et Interpersonnel (Culture), Physique (Apparence)"
"Interpersonal, Mental","Interpersonnel, Mental"
"Interpersonal, Physical","Interpersonnel, Physique"
"Interpersonal, Physical or Mental, Scar","Interpersonnel, Physique ou Mental, Cicatrice"
"Interpersonal, Spiritual","Interpersonnel, Spirituel "
"Ring Exchange","Intervertir les Anneaux"
"Lord Togashi's Insight","Intuition du Seigneur Togashi"
"Accursed Summoning","Invocation Maudite"
"Fire Invocations","Invocation de Feu"
"Air Invocations","Invocation de l'Air"
"Water Invocations","Invocations de l'Eau"
"Earth Invocations","Invocations de la Terre"
"Twisted Summons","Invocations perverties"
"Summon Fog","Invoquer le brouillard"
"Jealousy","Jalousie"
"Rock Gardening","Jardin de Pierres"
"Games","Jeux"
"Wordplay","Joueur de Mot"
"Justice of the Champion","Justice des Champions"
"General Kata","Kata Général"
"Ranged Combat Kata","Kata de Combat A distance"
"Close Combat Kata","Kata de combat rapproché"
"Katana of Fire","Katana de Feu"
"Sharpened Ki","Ki aiguisé"
"Air Kihō","Kiho de l'Air"
"Water Kihō","Kiho de l'Eau"
"Earth Kihō","Kiho de la Terre"
"Fire Kihō","Kiho du Feu"
"Void Kihō","Kiho du Vide"
"Usher in the New Age","L'avènement d'un Nouvel Age"
"Bound in Ink","L'encre me protège"
"Soaring Slice","L'envol tranchantl"
"Stand of Honor","L'honneur est ma Force"
"The Immovable Hand of Peace","L'implacable Main de la Paix"
"Civility Foremost","La Civilité avant tout"
"Weakness Is My Strength","La Faiblesse est ma Force"
"The Families of the Fleet","La Famille de la Flotte"
"Flickering Flame Skirmisher","La Flamme Vacillante"
"The Lady's Grace","La Grâce de la Dame"
"The Mountain Does Not Fall","La Montagne, jamais ne s'écroule"
"The Clouds Part","La Part des Nuages"
"The Blood Price","La Prix du Sang"
"Prey on the Weak","La Raison du Plus Fort"
"Courtier's Resolve","La Résolution du Courtisan"
"Warrior's Resolve","La Résolution du Guerrier"
"Earth Becomes Sky","La Terre et Le Ciel ne font qu'un"
"Earth Needs No Eyes","La Terre voit sans Yeux"
"The Rushing Wave","La Vague Rugissante"
"The Way of Names","La Vloie des noms"
"The Path of Shadows","La Voie des Ombres"
"Touchstone of Courage","La Vraie Valeur du Courage"
"Truth Burns through Lies","La Vérité brille par les Mensonges"
"Akodo's Final Lesson","La dernière leçon d'Akodo"
"Storm Surge","La tempête s'accroit"
"Kenzō Blade","Lame Kenzo"
"Sailor's Tongue","Langage de Charretier"
"Battle in the Mind","Le Combat est dans l'Esprit"
"The Body is an Anvil","Le Corps est une Enclume"
"A Samurai's Fate","Le Destin d'un Samurai"
